claim_id,claim_date,sale_id,repair_status
CL-14702,1/31/2021,OID-374048,Warranty Void
CL-14705,12/31/2021,OID-382360,Warranty Void
CL-14714,9/4/2021,OID-384275,Warranty Void
CL-14715,8/10/2021,OID-384312,Warranty Void
CL-14716,10/4/2021,OID-384741,Paid Repaired
CL-14717,4/3/2021,OID-384818,Warranty Void
CL-14718,7/16/2021,OID-384833,Warranty Void
CL-14719,4/20/2021,OID-384849,Warranty Void
CL-14720,6/20/2021,OID-446941,Warranty Void
CL-14722,7/29/2022,OID-528872,Paid Repaired
CL-14724,1/5/2022,OID-529148,Warranty Void
CL-14726,3/3/2022,OID-529374,Warranty Void
CL-14727,7/11/2022,OID-529447,Paid Repaired
CL-14730,12/4/2021,OID-357478,Free Replaced
CL-14731,12/4/2021,OID-358022,Free Replaced
CL-14732,12/4/2021,OID-358148,Free Replaced
CL-14733,12/4/2021,OID-358205,Free Replaced
CL-14734,12/4/2021,OID-358221,Free Replaced
CL-14735,12/4/2021,OID-358343,Free Replaced
CL-14737,12/4/2021,OID-358460,Free Replaced
CL-14738,12/4/2021,OID-358560,Free Replaced
CL-14741,12/4/2021,OID-359120,Free Replaced
CL-14742,12/4/2021,OID-368579,Free Replaced
CL-14743,12/4/2021,OID-368733,Free Replaced
CL-14745,12/4/2021,OID-369392,Free Replaced
CL-14746,12/4/2021,OID-369510,Free Replaced
CL-14747,12/4/2021,OID-369659,Free Replaced
CL-14749,12/4/2021,OID-369798,Free Replaced
CL-14750,12/4/2021,OID-369859,Free Replaced
CL-14751,12/4/2021,OID-369862,Free Replaced
CL-14753,12/4/2021,OID-370574,Warranty Void
CL-14754,12/4/2021,OID-370608,Warranty Void
CL-14755,1/26/2021,OID-374201,Warranty Void
CL-14756,10/24/2021,OID-374248,Paid Repaired
CL-14757,12/7/2020,OID-374371,Warranty Void
CL-14758,11/12/2020,OID-374430,Warranty Void
CL-14761,1/14/2022,OID-382435,Warranty Void
CL-14763,11/2/2021,OID-382562,Warranty Void
CL-14764,4/17/2022,OID-382979,Paid Repaired
CL-14770,12/28/2021,OID-384286,Paid Repaired
CL-14771,8/29/2021,OID-384298,Warranty Void
CL-14772,10/9/2021,OID-384327,Warranty Void
CL-14774,5/25/2021,OID-384544,Warranty Void
CL-14775,11/1/2021,OID-395973,Warranty Void
CL-14776,9/24/2021,OID-396076,Warranty Void
CL-14777,10/20/2021,OID-447115,Paid Repaired
CL-14779,12/5/2021,OID-357068,Free Replaced
CL-14780,12/5/2021,OID-357283,Free Replaced
CL-14781,12/5/2021,OID-357315,Free Replaced
CL-14782,12/5/2021,OID-357348,Free Replaced
CL-14783,12/5/2021,OID-357714,Free Replaced
CL-14784,12/5/2021,OID-358026,Free Replaced
CL-14785,12/5/2021,OID-358222,Free Replaced
CL-14786,12/5/2021,OID-358336,Free Replaced
CL-14788,12/5/2021,OID-358696,Free Replaced
CL-14789,12/5/2021,OID-358875,Free Replaced
CL-14790,12/5/2021,OID-368514,Free Replaced
CL-14791,12/5/2021,OID-368734,Free Replaced
CL-14792,12/5/2021,OID-368765,Free Replaced
CL-14793,12/5/2021,OID-368814,Free Replaced
CL-14794,12/5/2021,OID-369185,Free Replaced
CL-14795,12/5/2021,OID-369214,Free Replaced
CL-14797,12/5/2021,OID-369437,Free Replaced
CL-14800,12/5/2021,OID-370013,Free Replaced
CL-14802,11/16/2021,OID-373905,Paid Repaired
CL-14803,6/20/2021,OID-374013,Paid Repaired
CL-14804,7/2/2021,OID-374099,Paid Repaired
CL-14806,3/11/2022,OID-382436,Warranty Void
CL-14807,1/7/2022,OID-382584,Warranty Void
CL-14814,8/21/2021,OID-384651,Warranty Void
CL-14815,7/30/2021,OID-384679,Warranty Void
CL-14817,10/6/2021,OID-408829,Warranty Void
CL-14818,5/23/2021,OID-421600,Warranty Void
CL-14819,2/16/2022,OID-529110,Warranty Void
CL-14822,12/6/2021,OID-357471,Free Replaced
CL-14824,12/6/2021,OID-358119,Free Replaced
CL-14825,12/6/2021,OID-358262,Free Replaced
CL-14827,12/6/2021,OID-358551,Free Replaced
CL-14828,12/6/2021,OID-359098,Warranty Void
CL-14830,12/6/2021,OID-368440,Free Replaced
CL-14831,12/6/2021,OID-368513,Free Replaced
CL-14832,12/6/2021,OID-368802,Free Replaced
CL-14833,12/6/2021,OID-369080,Free Replaced
CL-14835,12/6/2021,OID-369768,Free Replaced
CL-14837,12/6/2021,OID-370499,Warranty Void
CL-14841,5/11/2021,OID-373594,Warranty Void
CL-14842,12/31/2021,OID-373724,Paid Repaired
CL-14843,4/23/2021,OID-373740,Warranty Void
CL-14844,5/21/2021,OID-374172,Paid Repaired
CL-14845,5/20/2021,OID-374408,Paid Repaired
CL-14846,4/15/2022,OID-382444,Warranty Void
CL-14855,6/28/2021,OID-384346,Warranty Void
CL-14856,12/13/2021,OID-384601,Paid Repaired
CL-14857,1/9/2022,OID-434034,Paid Repaired
CL-14858,1/26/2022,OID-446767,Paid Repaired
CL-14859,4/16/2022,OID-528777,Warranty Void
CL-14861,4/30/2022,OID-529589,Paid Repaired
CL-14862,12/7/2021,OID-357118,Free Replaced
CL-14863,12/7/2021,OID-357325,Free Replaced
CL-14864,12/7/2021,OID-357497,Free Replaced
CL-14865,12/7/2021,OID-357505,Free Replaced
CL-14866,12/7/2021,OID-357692,Free Replaced
CL-14867,12/7/2021,OID-357696,Free Replaced
CL-14869,12/7/2021,OID-357872,Free Replaced
CL-14870,12/7/2021,OID-358015,Free Replaced
CL-14872,12/7/2021,OID-358190,Free Replaced
CL-14873,12/7/2021,OID-358270,Free Replaced
CL-14876,12/7/2021,OID-358724,Free Replaced
CL-14878,12/7/2021,OID-359056,Free Replaced
CL-14880,12/7/2021,OID-368427,Free Replaced
CL-14881,12/7/2021,OID-368585,Free Replaced
CL-14882,12/7/2021,OID-369171,Free Replaced
CL-14883,12/7/2021,OID-369412,Free Replaced
CL-14887,12/7/2021,OID-370076,Free Replaced
CL-14888,12/7/2021,OID-370083,Free Replaced
CL-14889,12/7/2021,OID-370132,Free Replaced
CL-14890,12/7/2021,OID-370398,Free Replaced
CL-14893,5/26/2021,OID-373846,Warranty Void
CL-14894,2/26/2021,OID-374364,Warranty Void
CL-14895,4/8/2022,OID-381972,Warranty Void
CL-14896,4/6/2022,OID-382182,Warranty Void
CL-14904,8/11/2021,OID-384751,Warranty Void
CL-14905,12/19/2021,OID-421607,Paid Repaired
CL-14906,11/3/2021,OID-446832,Warranty Void
CL-14908,12/8/2021,OID-357358,Free Replaced
CL-14909,12/8/2021,OID-357638,Free Replaced
CL-14910,12/8/2021,OID-357690,Free Replaced
CL-14911,12/8/2021,OID-357737,Free Replaced
CL-14912,12/8/2021,OID-357855,Free Replaced
CL-14915,12/8/2021,OID-358023,Free Replaced
CL-14919,12/8/2021,OID-358463,Free Replaced
CL-14920,12/8/2021,OID-358487,Free Replaced
CL-14921,12/8/2021,OID-358666,Free Replaced
CL-14925,12/8/2021,OID-359136,Warranty Void
CL-14927,12/8/2021,OID-368541,Free Replaced
CL-14928,12/8/2021,OID-368658,Free Replaced
CL-14929,12/8/2021,OID-368712,Free Replaced
CL-14930,12/8/2021,OID-368819,Free Replaced
CL-14931,12/8/2021,OID-369071,Free Replaced
CL-14932,12/8/2021,OID-369211,Free Replaced
CL-14933,12/8/2021,OID-369387,Free Replaced
CL-14935,12/8/2021,OID-369684,Free Replaced
CL-14936,12/8/2021,OID-369813,Free Replaced
CL-14937,12/8/2021,OID-369999,Free Replaced
CL-14939,12/8/2021,OID-370202,Free Replaced
CL-14940,8/24/2021,OID-373640,Paid Repaired
CL-14941,1/25/2021,OID-373861,Warranty Void
CL-14942,1/6/2022,OID-374269,Paid Repaired
CL-14950,8/31/2021,OID-384439,Warranty Void
CL-14951,5/2/2021,OID-384746,Warranty Void
CL-14953,12/9/2021,OID-356981,Free Replaced
CL-14954,12/9/2021,OID-357582,Free Replaced
CL-14955,12/9/2021,OID-357839,Free Replaced
CL-14956,12/9/2021,OID-357972,Free Replaced
CL-14959,12/9/2021,OID-358302,Free Replaced
CL-14960,12/9/2021,OID-358484,Free Replaced
CL-14964,12/9/2021,OID-359002,Free Replaced
CL-14965,12/9/2021,OID-359099,Warranty Void
CL-14966,12/9/2021,OID-368402,Free Replaced
CL-14967,12/9/2021,OID-368431,Free Replaced
CL-14968,12/9/2021,OID-368507,Free Replaced
CL-14969,12/9/2021,OID-368558,Free Replaced
CL-14970,12/9/2021,OID-368582,Free Replaced
CL-14971,12/9/2021,OID-368703,Free Replaced
CL-14972,12/9/2021,OID-368727,Free Replaced
CL-14973,12/9/2021,OID-368927,Free Replaced
CL-14974,12/9/2021,OID-368939,Free Replaced
CL-14975,12/9/2021,OID-369340,Free Replaced
CL-14976,12/9/2021,OID-369623,Free Replaced
CL-14977,12/9/2021,OID-369717,Free Replaced
CL-14978,12/9/2021,OID-370391,Free Replaced
CL-14979,6/10/2021,OID-373597,Warranty Void
CL-14980,11/5/2021,OID-373636,Paid Repaired
CL-14981,1/3/2022,OID-382014,Warranty Void
CL-14988,9/8/2021,OID-384739,Warranty Void
CL-14989,3/24/2021,OID-384819,Warranty Void
CL-14990,8/10/2021,OID-421235,Warranty Void
CL-14991,2/16/2022,OID-433938,Paid Repaired
CL-14993,12/10/2021,OID-356993,Free Replaced
CL-14994,12/10/2021,OID-357318,Free Replaced
CL-14995,12/10/2021,OID-357340,Free Replaced
CL-14996,12/10/2021,OID-357416,Free Replaced
CL-14997,12/10/2021,OID-357613,Free Replaced
CL-14998,12/10/2021,OID-357757,Free Replaced
CL-14999,12/10/2021,OID-357979,Free Replaced
CL-15000,12/10/2021,OID-357981,Free Replaced
CL-15002,12/10/2021,OID-358344,Free Replaced
CL-15004,12/10/2021,OID-358386,Free Replaced
CL-15005,12/10/2021,OID-358414,Free Replaced
CL-15007,12/10/2021,OID-358607,Free Replaced
CL-15008,12/10/2021,OID-358876,Free Replaced
CL-15009,12/10/2021,OID-358944,Free Replaced
CL-15011,12/10/2021,OID-368559,Free Replaced
CL-15012,12/10/2021,OID-368872,Free Replaced
CL-15013,12/10/2021,OID-368963,Free Replaced
CL-15014,12/10/2021,OID-369012,Free Replaced
CL-15015,12/10/2021,OID-369543,Free Replaced
CL-15016,12/10/2021,OID-369986,Free Replaced
CL-15018,8/7/2021,OID-373805,Paid Repaired
CL-15019,5/18/2021,OID-374057,Paid Repaired
CL-15020,7/3/2022,OID-382377,Paid Repaired
CL-15026,2/19/2022,OID-384266,Paid Repaired
CL-15027,7/4/2021,OID-384291,Warranty Void
CL-15028,1/13/2022,OID-384370,Paid Repaired
CL-15029,12/23/2021,OID-384622,Paid Repaired
CL-15030,10/18/2021,OID-384650,Paid Repaired
CL-15031,11/30/2021,OID-396154,Paid Repaired
CL-15032,11/29/2021,OID-446826,Warranty Void
CL-15033,5/19/2021,OID-447084,Warranty Void
CL-15035,4/26/2022,OID-528982,Warranty Void
CL-15038,12/11/2021,OID-357121,Free Replaced
CL-15039,12/11/2021,OID-357123,Free Replaced
CL-15040,12/11/2021,OID-357240,Free Replaced
CL-15041,12/11/2021,OID-357705,Free Replaced
CL-15044,12/11/2021,OID-358072,Free Replaced
CL-15045,12/11/2021,OID-358155,Free Replaced
CL-15048,12/11/2021,OID-359058,Warranty Void
CL-15049,12/11/2021,OID-368480,Free Replaced
CL-15050,12/11/2021,OID-369190,Free Replaced
CL-15053,12/11/2021,OID-369877,Free Replaced
CL-15056,12/11/2021,OID-370420,Free Replaced
CL-15058,7/26/2021,OID-373622,Warranty Void
CL-15059,5/11/2021,OID-373783,Warranty Void
CL-15060,4/21/2021,OID-373811,Warranty Void
CL-15061,9/29/2021,OID-373875,Paid Repaired
CL-15062,2/12/2022,OID-384721,Paid Repaired
CL-15063,12/8/2021,OID-382018,Warranty Void
CL-15065,11/26/2021,OID-382161,Warranty Void
CL-15066,5/30/2022,OID-382312,Paid Repaired
CL-15067,7/4/2022,OID-382486,Paid Repaired
CL-15071,10/26/2021,OID-382876,Warranty Void
CL-15074,12/6/2021,OID-384320,Warranty Void
CL-15075,5/25/2021,OID-384424,Warranty Void
CL-15077,10/17/2021,OID-384757,Paid Repaired
CL-15078,9/29/2021,OID-433965,Warranty Void
CL-15079,12/5/2021,OID-446750,Warranty Void
CL-15080,7/2/2021,OID-446942,Warranty Void
CL-15084,12/12/2021,OID-356934,Free Replaced
CL-15085,12/12/2021,OID-357062,Free Replaced
CL-15086,12/12/2021,OID-357389,Free Replaced
CL-15087,12/12/2021,OID-357458,Free Replaced
CL-15088,12/12/2021,OID-357668,Free Replaced
CL-15089,12/12/2021,OID-357947,Free Replaced
CL-15090,12/12/2021,OID-358025,Free Replaced
CL-15091,12/12/2021,OID-358196,Free Replaced
CL-15092,12/12/2021,OID-358298,Free Replaced
CL-15093,12/12/2021,OID-358625,Free Replaced
CL-15094,12/12/2021,OID-358888,Free Replaced
CL-15097,12/12/2021,OID-359078,Warranty Void
CL-15098,12/12/2021,OID-368375,Free Replaced
CL-15099,12/12/2021,OID-368472,Free Replaced
CL-15100,12/12/2021,OID-368643,Free Replaced
CL-15101,12/12/2021,OID-368795,Free Replaced
CL-15102,12/12/2021,OID-368992,Free Replaced
CL-15103,12/12/2021,OID-369328,Free Replaced
CL-15104,12/12/2021,OID-369386,Free Replaced
CL-15105,12/12/2021,OID-369655,Free Replaced
CL-15106,12/12/2021,OID-369733,Free Replaced
CL-15108,12/12/2021,OID-370061,Free Replaced
CL-15109,12/12/2021,OID-370177,Free Replaced
CL-15113,3/24/2022,OID-373575,Paid Repaired
CL-15114,10/8/2021,OID-374029,Paid Repaired
CL-15116,11/13/2021,OID-382470,Warranty Void
CL-15125,9/29/2021,OID-434132,Warranty Void
CL-15126,4/10/2022,OID-528878,Warranty Void
CL-15127,4/13/2022,OID-529178,Warranty Void
CL-15130,12/13/2021,OID-357330,Free Replaced
CL-15131,12/13/2021,OID-357395,Free Replaced
CL-15132,12/13/2021,OID-357580,Free Replaced
CL-15133,12/13/2021,OID-357654,Free Replaced
CL-15134,12/13/2021,OID-357825,Free Replaced
CL-15142,12/13/2021,OID-368383,Free Replaced
CL-15143,12/13/2021,OID-368424,Free Replaced
CL-15144,12/13/2021,OID-368520,Free Replaced
CL-15145,12/13/2021,OID-368609,Free Replaced
CL-15146,12/13/2021,OID-368620,Free Replaced
CL-15147,12/13/2021,OID-368889,Free Replaced
CL-15148,12/13/2021,OID-368921,Free Replaced
CL-15149,12/13/2021,OID-368991,Free Replaced
CL-15150,12/13/2021,OID-369209,Free Replaced
CL-15151,12/13/2021,OID-369291,Free Replaced
CL-15152,12/13/2021,OID-369389,Free Replaced
CL-15153,12/13/2021,OID-369506,Free Replaced
CL-15154,12/13/2021,OID-369527,Free Replaced
CL-15155,12/13/2021,OID-369537,Free Replaced
CL-15156,12/13/2021,OID-369635,Free Replaced
CL-15158,12/15/2020,OID-373911,Warranty Void
CL-15159,11/26/2020,OID-373947,Warranty Void
CL-15162,5/13/2022,OID-382265,Warranty Void
CL-15163,4/14/2022,OID-382492,Warranty Void
CL-15169,10/14/2021,OID-384442,Warranty Void
CL-15170,8/7/2021,OID-408645,Warranty Void
CL-15171,6/13/2021,OID-421554,Warranty Void
CL-15173,1/4/2022,OID-529053,Warranty Void
CL-15175,1/26/2022,OID-529396,Warranty Void
CL-15176,11/30/2021,OID-529688,Warranty Void
CL-15177,12/14/2021,OID-357233,Free Replaced
CL-15178,12/14/2021,OID-357302,Free Replaced
CL-15179,12/14/2021,OID-357324,Free Replaced
CL-15180,12/14/2021,OID-357698,Free Replaced
CL-15181,12/14/2021,OID-357764,Free Replaced
CL-15183,12/14/2021,OID-358120,Free Replaced
CL-15186,12/14/2021,OID-368356,Free Replaced
CL-15187,12/14/2021,OID-368408,Free Replaced
CL-15188,12/14/2021,OID-368684,Free Replaced
CL-15189,12/14/2021,OID-368722,Free Replaced
CL-15190,12/14/2021,OID-368761,Free Replaced
CL-15191,12/14/2021,OID-368766,Free Replaced
CL-15192,12/14/2021,OID-368796,Free Replaced
CL-15193,12/14/2021,OID-368944,Free Replaced
CL-15194,12/14/2021,OID-369007,Free Replaced
CL-15195,12/14/2021,OID-369026,Free Replaced
CL-15196,12/14/2021,OID-369164,Free Replaced
CL-15198,12/14/2021,OID-369853,Free Replaced
CL-15199,12/14/2021,OID-370187,Free Replaced
CL-15201,8/20/2021,OID-373542,Paid Repaired
CL-15202,5/10/2022,OID-381859,Warranty Void
CL-15203,3/11/2022,OID-381904,Warranty Void
CL-15207,1/10/2022,OID-382691,Warranty Void
CL-15208,2/9/2022,OID-382713,Warranty Void
CL-15215,9/11/2021,OID-408839,Warranty Void
CL-15216,7/7/2021,OID-447131,Warranty Void
CL-15218,2/19/2022,OID-529483,Warranty Void
CL-15219,10/31/2021,OID-529588,Warranty Void
CL-15220,12/15/2021,OID-357486,Free Replaced
CL-15221,12/15/2021,OID-357643,Free Replaced
CL-15223,12/15/2021,OID-358071,Free Replaced
CL-15224,12/15/2021,OID-358189,Free Replaced
CL-15225,12/15/2021,OID-358207,Free Replaced
CL-15226,12/15/2021,OID-358410,Free Replaced
CL-15228,12/15/2021,OID-358473,Free Replaced
CL-15230,12/15/2021,OID-358667,Free Replaced
CL-15232,12/15/2021,OID-358937,Free Replaced
CL-15233,12/15/2021,OID-368404,Free Replaced
CL-15234,12/15/2021,OID-368486,Free Replaced
CL-15235,12/15/2021,OID-368923,Free Replaced
CL-15241,12/15/2021,OID-369656,Free Replaced
CL-15243,12/15/2021,OID-369683,Free Replaced
CL-15244,12/15/2021,OID-370393,Warranty Void
CL-15245,12/15/2021,OID-370419,Warranty Void
CL-15246,9/22/2021,OID-373699,Paid Repaired
CL-15247,7/22/2021,OID-374291,Paid Repaired
CL-15248,6/10/2022,OID-381857,Warranty Void
CL-15249,5/9/2022,OID-381909,Warranty Void
CL-15250,7/9/2022,OID-381999,Paid Repaired
CL-15251,4/28/2022,OID-382006,Warranty Void
CL-15260,12/10/2021,OID-384307,Warranty Void
CL-15261,2/21/2022,OID-384325,Paid Repaired
CL-15262,12/2/2021,OID-384596,Paid Repaired
CL-15265,4/6/2022,OID-529283,Warranty Void
CL-15266,12/16/2021,OID-357207,Free Replaced
CL-15267,12/16/2021,OID-357280,Free Replaced
CL-15268,12/16/2021,OID-357347,Free Replaced
CL-15269,12/16/2021,OID-357366,Free Replaced
CL-15270,12/16/2021,OID-357546,Free Replaced
CL-15271,12/16/2021,OID-357557,Free Replaced
CL-15272,12/16/2021,OID-357739,Free Replaced
CL-15273,12/16/2021,OID-357754,Free Replaced
CL-15274,12/16/2021,OID-357886,Free Replaced
CL-15279,12/16/2021,OID-368509,Free Replaced
CL-15280,12/16/2021,OID-368615,Free Replaced
CL-15281,12/16/2021,OID-368718,Free Replaced
CL-15282,12/16/2021,OID-368786,Free Replaced
CL-15283,12/16/2021,OID-368870,Free Replaced
CL-15284,12/16/2021,OID-369177,Free Replaced
CL-15287,12/16/2021,OID-369595,Free Replaced
CL-15288,12/16/2021,OID-370016,Free Replaced
CL-15289,12/16/2021,OID-370337,Free Replaced
CL-15290,4/25/2021,OID-373996,Warranty Void
CL-15291,1/20/2022,OID-382030,Warranty Void
CL-15292,4/20/2022,OID-382419,Warranty Void
CL-15293,1/9/2022,OID-382650,Warranty Void
CL-15297,7/29/2021,OID-384336,Warranty Void
CL-15300,10/13/2021,OID-408911,Paid Repaired
CL-15301,8/20/2022,OID-528578,Paid Repaired
CL-15302,6/29/2022,OID-528846,Paid Repaired
CL-15303,3/7/2022,OID-529547,Warranty Void
CL-15306,12/17/2021,OID-356996,Free Replaced
CL-15307,12/17/2021,OID-357090,Free Replaced
CL-15308,12/17/2021,OID-357231,Free Replaced
CL-15309,12/17/2021,OID-357420,Free Replaced
CL-15310,12/17/2021,OID-357581,Free Replaced
CL-15312,12/17/2021,OID-358274,Free Replaced
CL-15313,12/17/2021,OID-358315,Free Replaced
CL-15314,12/17/2021,OID-358459,Free Replaced
CL-15315,12/17/2021,OID-358472,Free Replaced
CL-15317,12/17/2021,OID-358710,Free Replaced
CL-15318,12/17/2021,OID-358745,Free Replaced
CL-15321,12/17/2021,OID-368635,Free Replaced
CL-15322,12/17/2021,OID-368867,Free Replaced
CL-15323,12/17/2021,OID-369364,Free Replaced
CL-15325,12/17/2021,OID-369716,Free Replaced
CL-15326,12/17/2021,OID-369816,Free Replaced
CL-15330,6/19/2021,OID-373723,Warranty Void
CL-15331,7/2/2022,OID-382020,Paid Repaired
CL-15337,5/20/2021,OID-384466,Warranty Void
CL-15339,12/22/2021,OID-408597,Paid Repaired
CL-15340,10/27/2021,OID-408893,Paid Repaired
CL-15341,5/2/2021,OID-408895,Warranty Void
CL-15345,12/18/2021,OID-356967,Free Replaced
CL-15346,12/18/2021,OID-357059,Free Replaced
CL-15347,12/18/2021,OID-357085,Free Replaced
CL-15348,12/18/2021,OID-357346,Free Replaced
CL-15349,12/18/2021,OID-357465,Free Replaced
CL-15351,12/18/2021,OID-357865,Free Replaced
CL-15353,12/18/2021,OID-358070,Free Replaced
CL-15355,12/18/2021,OID-358085,Free Replaced
CL-15358,12/18/2021,OID-358523,Free Replaced
CL-15360,12/18/2021,OID-358869,Free Replaced
CL-15361,12/18/2021,OID-358935,Free Replaced
CL-15362,12/18/2021,OID-358942,Warranty Void
CL-15363,12/18/2021,OID-368415,Free Replaced
CL-15364,12/18/2021,OID-368556,Free Replaced
CL-15365,12/18/2021,OID-368843,Free Replaced
CL-15366,12/18/2021,OID-368913,Free Replaced
CL-15367,12/18/2021,OID-368987,Free Replaced
CL-15368,12/18/2021,OID-369056,Free Replaced
CL-15369,12/18/2021,OID-369103,Free Replaced
CL-15370,12/18/2021,OID-369166,Free Replaced
CL-15371,12/18/2021,OID-369207,Free Replaced
CL-15372,12/18/2021,OID-369226,Free Replaced
CL-15373,12/18/2021,OID-369275,Free Replaced
CL-15374,12/18/2021,OID-369600,Free Replaced
CL-15376,12/18/2021,OID-370257,Free Replaced
CL-15377,3/31/2021,OID-374069,Warranty Void
CL-15378,10/28/2021,OID-374190,Paid Repaired
CL-15380,10/11/2021,OID-382852,Warranty Void
CL-15381,10/25/2021,OID-382947,Warranty Void
CL-15388,12/15/2021,OID-408671,Paid Repaired
CL-15389,9/28/2021,OID-434233,Warranty Void
CL-15390,7/18/2022,OID-528920,Paid Repaired
CL-15391,12/16/2021,OID-529228,Warranty Void
CL-15392,3/27/2022,OID-529539,Warranty Void
CL-15396,12/19/2021,OID-357074,Free Replaced
CL-15397,12/19/2021,OID-357206,Free Replaced
CL-15398,12/19/2021,OID-357564,Free Replaced
CL-15399,12/19/2021,OID-357590,Free Replaced
CL-15400,12/19/2021,OID-357691,Free Replaced
CL-15401,12/19/2021,OID-357765,Free Replaced
CL-15403,12/19/2021,OID-358273,Free Replaced
CL-15405,12/19/2021,OID-358610,Free Replaced
CL-15407,12/19/2021,OID-358820,Free Replaced
CL-15408,12/19/2021,OID-358838,Free Replaced
CL-15409,12/19/2021,OID-358910,Free Replaced
CL-15410,12/19/2021,OID-358911,Free Replaced
CL-15411,12/19/2021,OID-368378,Free Replaced
CL-15412,12/19/2021,OID-368534,Free Replaced
CL-15413,12/19/2021,OID-368581,Free Replaced
CL-15414,12/19/2021,OID-368841,Free Replaced
CL-15415,12/19/2021,OID-368979,Free Replaced
CL-15416,12/19/2021,OID-369016,Free Replaced
CL-15417,12/19/2021,OID-369115,Free Replaced
CL-15418,12/19/2021,OID-369231,Free Replaced
CL-15421,12/19/2021,OID-369534,Free Replaced
CL-15422,12/19/2021,OID-369673,Free Replaced
CL-15423,12/19/2021,OID-369675,Free Replaced
